id,created_at,updated_at,name,user_id,shapes,thumbnail
821e8a78-b3ea-4f19-8da7-d5e48e11611b,2024-11-20 14:50:16.011207+00,2024-11-20 22:24:16.384312+00,Untitled Board,4aab61ef-67d0-4200-9a64-ff2277185f49,"[{""id"":""u7kimq6xm"",""type"":""sticky"",""color"":""#fff9c4"",""width"":367,""height"":204,""content"":""a colossal brutalist building environment artwork, hyper-realistic digital painting style with cinematic composition, atmospheric, depth and detail, voluminous. textured dry brush 2d media"",""fontSize"":16,""position"":{""x"":1.125,""y"":-409.80107033195424},""rotation"":0,""showPrompt"":false},{""id"":""cbjp8z5yt"",""type"":""sticky"",""color"":""#fff9c4"",""width"":445,""height"":175,""content"":""(character concept art)++, stylized painterly digital painting of 20th C. bauhaus costume with mask , (painterly, impasto. Dry brush.)++"",""fontSize"":16,""position"":{""x"":-104.875,""y"":-70.80107033195424},""rotation"":0,""showPrompt"":true},{""id"":""phv5yk7qe"",""type"":""image"",""color"":""transparent"",""width"":300,""height"":399.8625901751975,""imageUrl"":""https://tobdhxhfijeznhtfntsj.supabase.co/storage/v1/object/public/assets/1731433144854-bp2kv9in23.webp"",""position"":{""x"":-636.1643322056505,""y"":-305.2204238151861},""rotation"":0,""showDepth"":false,""aspectRatio"":0.7502577319587629}]",https://tobdhxhfijeznhtfntsj.supabase.co/storage/v1/object/public/assets/thumbnails/821e8a78-b3ea-4f19-8da7-d5e48e11611b-1732141380870.webp
aa093325-5bb5-49d9-8e2b-5f72b519f63b,2024-11-20 21:56:51.763564+00,2024-11-20 23:25:45.89668+00,Untitled Board,d4874e31-d9c7-42d6-b7f8-b0299390fcfa,"[{""id"":""5ppbx6ztn"",""type"":""sticky"",""color"":""#fff9c4"",""width"":373,""height"":193,""content"":""a colossal brutalist building. architectural photography, f/12, luxury, aesthetically pleasing form and function."",""groupId"":""qrftpz44o"",""fontSize"":16,""position"":{""x"":-1408.8919102139853,""y"":53.0074385534964},""rotation"":0,""showPrompt"":false},{""id"":""5qwwepn6x"",""type"":""image"",""color"":""transparent"",""width"":512,""height"":289.1294117647059,""groupId"":""qrftpz44o"",""imageUrl"":""https://tobdhxhfijeznhtfntsj.supabase.co/storage/v1/object/public/generated-images/kz8802n4h1rma0ck9ejac9rj0r-0-1732140933459.png"",""position"":{""x"":-1398.7509492416027,""y"":-298.22675863036216},""rotation"":0,""aspectRatio"":1.7708333333333333,""isUploading"":false},{""id"":""qpkt8l2n7"",""type"":""sticky"",""color"":""#fff9c4"",""width"":383.53515719110425,""height"":156.41102123272012,""content"":""(character concept art)++, stylized painterly digital painting of 20th C. bauhaus costume with colorful helmet and painted cardboard costume , (painterly, impasto. Dry brush.)++"",""fontSize"":16,""position"":{""x"":-584.1663211839971,""y"":-373.9247446456519},""rotation"":0,""showPrompt"":false},{""id"":""qrftpz44o"",""type"":""group"",""color"":""transparent"",""width"":522.1409609723826,""height"":544.2341971838586,""position"":{""x"":-1408.8919102139853,""y"":-298.22675863036216},""rotation"":0,""isUploading"":false},{""id"":""rftd9oh1g"",""type"":""image"",""color"":""transparent"",""width"":300,""height"":400,""imageUrl"":""https://tobdhxhfijeznhtfntsj.supabase.co/storage/v1/object/public/assets/1732104799801-w38oihpca8s.webp"",""position"":{""x"":-1034.708740562293,""y"":545.439561649092},""rotation"":0,""showPose"":true,""showDepth"":false,""showEdges"":false,""aspectRatio"":0.75,""edgePreviewUrl"":""https://tobdhxhfijeznhtfntsj.supabase.co/storage/v1/object/public/preprocessed-images/rftd9oh1g-edge-1732141651271.png"",""posePreviewUrl"":""https://tobdhxhfijeznhtfntsj.supabase.co/storage/v1/object/public/preprocessed-images/rftd9oh1g-pose-1732141658803.png"",""depthPreviewUrl"":""https://tobdhxhfijeznhtfntsj.supabase.co/storage/v1/object/public/preprocessed-images/rftd9oh1g-depth-1732141653706.png""},{""id"":""u7lukt2ip"",""type"":""image"",""color"":""transparent"",""width"":300,""height"":374.94963062458027,""imageUrl"":""https://tobdhxhfijeznhtfntsj.supabase.co/storage/v1/object/public/assets/1732118123560-5rauv2aj9ld.webp"",""position"":{""x"":-570.9712052873746,""y"":-805.0872076314092},""rotation"":0,""showPose"":false,""showDepth"":false,""showEdges"":false,""aspectRatio"":0.800107469102633,""edgePreviewUrl"":""https://tobdhxhfijeznhtfntsj.supabase.co/storage/v1/object/public/preprocessed-images/u7lukt2ip-edge-1732141663330.png"",""posePreviewUrl"":""https://tobdhxhfijeznhtfntsj.supabase.co/storage/v1/object/public/preprocessed-images/u7lukt2ip-pose-1732141657132.png"",""depthPreviewUrl"":""https://tobdhxhfijeznhtfntsj.supabase.co/storage/v1/object/public/preprocessed-images/u7lukt2ip-depth-1732141661762.png""},{""id"":""hbuw670es"",""type"":""image"",""color"":""transparent"",""width"":512,""height"":748.3076923076923,""imageUrl"":""https://tobdhxhfijeznhtfntsj.supabase.co/storage/v1/object/public/generated-images/q6cg5nkg7hrme0ck9eraxwxst4-0-1732141686302.png"",""position"":{""x"":-121.19002952439814,""y"":-558.5040451922684},""rotation"":0,""aspectRatio"":0.6842105263157895,""isUploading"":false},{""id"":""j97px4id7"",""type"":""image"",""color"":""transparent"",""width"":512,""height"":748.3076923076923,""imageUrl"":""https://tobdhxhfijeznhtfntsj.supabase.co/storage/v1/object/public/generated-images/r2erwncs4nrm80ck9esb190adm-0-1732141827963.png"",""position"":{""x"":437.8041805506476,""y"":-567.7623884280799},""rotation"":0,""aspectRatio"":0.6842105263157895,""isUploading"":false},{""id"":""c7n4kegkn"",""type"":""sticky"",""color"":""#fff9c4"",""width"":393.67686186633256,""height"":110.59955670063457,""content"":""Photograph of a 20th C. bauhaus wooden mannequin sculpture with colorful painted costume , (photographic, beautiful lighting)++"",""fontSize"":16,""position"":{""x"":-698.9724473659264,""y"":877.34587110051},""rotation"":0,""showPrompt"":false},{""id"":""zsgkx0bsc"",""type"":""image"",""color"":""transparent"",""width"":512,""height"":748.3076923076923,""imageUrl"":""https://tobdhxhfijeznhtfntsj.supabase.co/storage/v1/object/public/generated-images/acptyeyag5rme0ck9ev9vj7znr-0-1732142099183.png"",""position"":{""x"":-269.73722931445,""y"":482.92205166518954},""rotation"":0,""aspectRatio"":0.6842105263157895,""isUploading"":false},{""id"":""w3qvd3kp8"",""type"":""image"",""color"":""transparent"",""width"":512,""height"":748.3076923076923,""imageUrl"":""https://tobdhxhfijeznhtfntsj.supabase.co/storage/v1/object/public/generated-images/sd8xfx92p5rm80ck9ewvg0gexr-0-1732142256603.png"",""position"":{""x"":274.8036280316737,""y"":493.88717219591},""rotation"":0,""aspectRatio"":0.6842105263157895,""isUploading"":false},{""id"":""ppn2kgb21"",""type"":""sticky"",""color"":""#fff9c4"",""width"":393.67686186633256,""height"":110.59955670063457,""content"":""Photograph of a 20th C. bauhaus wooden mannequin sculpture"",""fontSize"":16,""position"":{""x"":-699.6933803560308,""y"":1302.9563010409854},""rotation"":0,""showPrompt"":true},{""id"":""1blduafe0"",""type"":""image"",""color"":""transparent"",""width"":512,""height"":748.3076923076923,""imageUrl"":""https://tobdhxhfijeznhtfntsj.supabase.co/storage/v1/object/public/generated-images/apva6pa38srme0ck9exb977rx0-0-1732142409579.png"",""position"":{""x"":-274.0276194105738,""y"":1265.5591334250996},""rotation"":0,""aspectRatio"":0.6842105263157895,""isUploading"":false},{""id"":""7z74b6l8y"",""type"":""image"",""color"":""transparent"",""width"":300,""height"":400,""imageUrl"":""https://tobdhxhfijeznhtfntsj.supabase.co/storage/v1/object/public/assets/1732104799801-w38oihpca8s.webp"",""position"":{""x"":-1381.9299296366225,""y"":538.3590133049628},""rotation"":0,""showPose"":false,""showDepth"":false,""showEdges"":false,""aspectRatio"":0.75,""edgePreviewUrl"":""https://tobdhxhfijeznhtfntsj.supabase.co/storage/v1/object/public/preprocessed-images/rftd9oh1g-edge-1732141651271.png"",""posePreviewUrl"":""https://tobdhxhfijeznhtfntsj.supabase.co/storage/v1/object/public/preprocessed-images/rftd9oh1g-pose-1732141658803.png"",""depthPreviewUrl"":""https://tobdhxhfijeznhtfntsj.supabase.co/storage/v1/object/public/preprocessed-images/rftd9oh1g-depth-1732141653706.png""}]",https://tobdhxhfijeznhtfntsj.supabase.co/storage/v1/object/public/assets/thumbnails/aa093325-5bb5-49d9-8e2b-5f72b519f63b-1732145144489.webp
